y	cc	I-NP
el	da0ms0	I-NP
espectáculo	ncms000	I-NP
,	fc	O
al	spcms	O
público	ncms000	B-NP
infantil	aq0cs0	I-NP
o	cc	O
al	spcms	O
cine	ncms000	B-NP
de	sps00	I-NP
autor	ncms000	I-NP
.	fp	O
La	da0fs0	B-NP
presencia	ncfs000	I-NP
de	sps00	I-NP
Media_Park	np0000o	I-NP
en	sps00	I-NP
Latinoamérica	np0000l	I-NP
vendrá	vmif3s0	B-VP
apoyada	aq0fsp	O
principalmente	rg	O
por	sps00	O
Telefónica	np0000o	B-NP
,	fc	O
si_bien	cs	O
la	da0fs0	B-NP
productora	ncfs000	I-NP
cuenta	vmip3s0	B-VP
entre	sps00	O
sus	dp3cp0	B-NP
accionistas	nccp000	I-NP
con	sps00	O
Iberdrola	np0000o	B-NP
,	fc	I-NP
compañía	ncfs000	I-NP
eléctrica	aq0fs0	I-NP
que	pr0cn000	O
también	rg	O
cuenta	vmip3s0	B-VP
con	sps00	O
implantación	ncfs000	B-NP
en	sps00	I-NP
la	da0fs0	I-NP
zona	ncfs000	I-NP
.	fp	O
Según	sps00	O
Ontiveros	np0000p	B-NP
,	fc	O
Media_Park	np0000o	B-NP
cuenta	vmip3s0	B-VP
entre	sps00	O
sus	dp3cp0	B-NP
planes	ncmp000	I-NP
su	dp3cs0	B-NP
expansión	ncfs000	I-NP
en	sps00	I-NP
Portugal	np00000	I-NP
y	cc	O
está	vmip3s0	B-VP
atenta	aq0fs0	O
a	sps00	O
oportunidades	ncfp000	B-NP
de	sps00	I-NP
negocio	ncms000	I-NP
en	sps00	I-NP
cualquier	di0cs0	I-NP
país	ncms000	I-NP
,	fc	O
ya_que	cs	O
""""	fe	O
somos	vsip1p0	B-VP
una	di0fs0	B-NP
compañía	ncfs000	I-NP
con	sps00	I-NP
una	di0fs0	I-NP
vocación	ncfs000	I-NP
global	aq0cs0	I-NP
,	fc	O
que	pr0cn000	O
quiere	vmip3s0	B-VP
posicionarse	vmn0000	O
en	sps00	O
todas	di0fp0	B-NP
las	da0fp0	I-NP
líneas	ncfp000	I-NP
de	sps00	I-NP
negocio	ncms000	I-NP
relacionadas	aq0fpp	O
con	sps00	O
el	da0ms0	B-NP
mundo	ncms000	I-NP
audiovisual	aq0cs0	I-NP
""""	fe	O
.	fp	O
Media_Park	np0000o	B-NP
produce	vmip3s0	B-VP
actualmente	rg	O
nueve	dn0cp0	B-NP
canales	ncfp000	I-NP
de	sps00	I-NP
televisión	ncfs000	I-NP
temática	aq0fs0	I-NP
,	fc	O
de	sps00	O
los	da0mp0	O
que	pr0cn000	O
cuatro	pn0cp000	B-NP
son	vsip3p0	B-VP
cinematográficos	aq0mp0	O
,	fc	O
dos	pn0cp000	B-NP
de	sps00	O
divulgación	ncfs000	B-NP
,	fc	O
uno	pi0ms000	B-NP
infantil	aq0cs0	O
y	cc	O
otro	pi0ms000	B-NP
de	sps00	O
motor	ncms000	B-NP
,	fc	O
que	pr0cn000	O
se	p0000000	O
producen	vmip3p0	B-VP
íntegramente	rg	O
en	sps00	O
su	dp3cs0	B-NP
centro	ncms000	I-NP
de	sps00	I-NP
producción	ncfs000	I-NP
de	sps00	I-NP
Sant_Just_Desvern	np0000l	I-NP
(	fpa	B-NP
Barcelona	np0000l	I-NP
)	fpt	I-NP
.	fp	O
La	da0fs0	B-NP
productora	ncfs000	I-NP
prevé	vmip3s0	B-VP
facturar	vmn0000	O
este	dd0ms0	B-NP
año	ncms000	I-NP
unos	di0mp0	B-NP
10.000		I-NP
millones	ncmp000	I-NP
de	sps00	I-NP
pesetas	zm	I-NP
y	cc	O
llegar	vmn0000	O
a	sps00	O
los	da0mp0	B-NP
260.000		I-NP
millones	ncmp000	I-NP
de	sps00	I-NP
pesetas	zm	I-NP
en	sps00	O
el	da0ms0	B-NP
período	ncms000	I-NP
acumulado	aq0msp	O
entre	sps00	O
2000		B-NP
y	cc	I-NP
2009		I-NP
,	fc	O
según	sps00	O
Ontiveros	np0000p	B-NP
,	fc	O
que	pr0cn000	O
cree	vmip3s0	B-VP
que	cs	O
la	da0fs0	B-NP
compañía	ncfs000	I-NP
comenzará	vmif3s0	B-VP
a	sps00	I-VP
tener	vmn0000	I-VP
un	di0ms0	B-NP
resultado	ncms000	I-NP
equilibrado	aq0msp	O
hacia	sps00	O
2001		B-NP
,	fc	I-NP
cuatro	dn0cp0	I-NP
años	ncmp000	I-NP
después	rg	I-NP
de	sps00	I-NP
su	dp3cs0	I-NP
puesta	ncfs000	I-NP
en	sps00	I-NP
operación	ncfs000	I-NP
.	fp	O
Media_Park	np0000o	B-NP
está	vmip3s0	B-VP
participada	aq0fsp	O
en	sps00	O
un	di0ms0	B-NP
25%	zp	I-NP
por	sps00	O
Telefónica	np0000o	B-NP
,	fc	I-NP
la	da0fs0	I-NP
catalana	aq0fs0	I-NP
Grupo_Equip	np0000o	I-NP
con	sps00	I-NP
un	di0ms0	I-NP
29,2%	zp	I-NP
,	fc	I-NP
el	da0ms0	I-NP
grupo	ncms000	I-NP
sueco	aq0ms0	I-NP
Skandia	np0000o	I-NP
con	sps00	I-NP
un	di0ms0	I-NP
11,2%	zp	I-NP
,	fc	I-NP
la	da0fs0	I-NP
Corporació_Catalana_de_Radio_i_Televisió	np0000o	I-NP
con	sps00	I-NP
otro	di0ms0	I-NP
11,2%	zp	I-NP
,	fc	I-NP
Iberdrola	np0000o	I-NP
con	sps00	I-NP
un	di0ms0	I-NP
19,13%	zp	I-NP
y	cc	I-NP
Philips	np0000o	I-NP
con	sps00	I-NP
un	di0ms0	I-NP
1,04%	zp	I-NP
.	fp	O
